  TRIG, THRES, RESET,   OUT
  1.38,  4.99,  1.38,  4.99
  1.36,  4.99,  1.36,  4.99
  1.34,  4.98,  1.34,  4.98
  1.32,  5.00,  1.32,  5.00
  1.30,  5.00,  1.30,  4.99
  1.29,  4.99,  1.29,  4.99
  1.27,  4.99,  1.27,  4.98
  1.25,  4.99,  1.25,  4.99
  1.23,  4.99,  1.23,  4.99
  1.21,  5.00,  1.21,  4.99
  1.19,  4.99,  1.19,  5.00
  1.17,  4.99,  1.17,  4.98
  1.15,  4.99,  1.15,  4.99
  1.13,  5.00,  1.13,  4.98
  1.11,  4.98,  1.11,  5.00
  1.09,  4.99,  1.09,  4.99
  1.07,  4.99,  1.07,  4.98
  1.06,  4.99,  1.06,  4.98
  1.04,  5.00,  1.04,  4.99
  1.01,  4.99,  1.02,  4.99
  1.00,  4.99,  1.00,  4.99
  0.98,  4.99,  0.98,  4.99
  0.96,  5.00,  0.96,  4.99
  0.94,  4.99,  0.94,  4.98
  0.92,  4.99,  0.92,  4.98
  0.90,  4.99,  0.90,  4.99
  0.88,  4.98,  0.88,  4.99
  0.86,  4.99,  0.86,  4.99
  0.85,  4.98,  0.85,  4.99
  0.82,  4.99,  0.83,  4.98
  0.81,  4.99,  0.81,  4.99
  0.79,  4.99,  0.79,  4.99
  0.77,  4.99,  0.77,  4.98
  0.75,  4.99,  0.75,  5.00
  0.73,  4.99,  0.73,  4.99
  0.70,  4.98,  0.71,  4.97
  0.69,  4.98,  0.69,  4.99
  0.67,  4.99,  0.67,  4.99
  0.65,  4.98,  0.65,  4.99
  0.63,  4.99,  0.63,  4.99
  0.61,  4.99,  0.61,  4.99
  0.59,  5.00,  0.59,  5.00
  0.57,  4.98,  0.58,  5.00
  0.55,  4.99,  0.55,  4.99
  0.53,  4.99,  0.54,  4.99
  0.51,  5.00,  0.52,  4.99
  0.50,  4.98,  0.50,  4.99
  0.47,  4.99,  0.48,  5.00
  0.45,  4.99,  0.46,  5.00
  0.44,  4.98,  0.44,  4.99
  0.42,  4.99,  0.42,  4.99
  0.40,  4.99,  0.40,  4.99
  0.38,  4.99,  0.38,  4.99
  0.36,  4.99,  0.36,  4.99
  0.34,  4.99,  0.34,  5.00
  0.32,  4.99,  0.32,  4.98
  0.30,  4.99,  0.30,  4.99
  0.28,  4.99,  0.28,  4.98
  0.26,  4.99,  0.26,  4.99
  0.24,  4.99,  0.24,  4.99
  0.22,  4.99,  0.22,  5.00
  0.21,  4.99,  0.21,  4.99
  0.19,  5.00,  0.19,  4.99
  0.17,  5.00,  0.17,  4.99
  0.15,  4.99,  0.15,  4.98
  0.13,  4.99,  0.13,  4.98
  0.11,  4.99,  0.11,  4.99
  0.09,  4.99,  0.09,  4.99
  0.07,  4.99,  0.07,  5.00
  0.05,  4.99,  0.05,  4.99
  0.00,  4.99,  4.99,  4.99
  0.00,  4.97,  4.97,  5.00
  0.00,  4.95,  4.95,  5.00
  0.00,  4.93,  4.92,  5.00
  0.00,  4.91,  4.91,  5.00
  0.00,  4.89,  4.89,  5.00
  0.00,  4.87,  4.87,  5.00
  0.00,  4.85,  4.85,  5.00
  0.00,  4.84,  4.83,  5.00
  0.00,  4.81,  4.81,  5.00
  0.00,  4.78,  4.79,  4.99
  0.00,  4.77,  4.77,  5.00
  0.00,  4.75,  4.76,  5.00
  0.00,  4.74,  4.73,  5.00
  0.00,  4.72,  4.71,  5.00
  0.00,  4.70,  4.70,  5.00
  0.00,  4.68,  4.67,  5.00
  0.00,  4.66,  4.66,  5.00
  0.00,  4.63,  4.63,  5.00
  0.00,  4.62,  4.62,  5.00
  0.00,  4.60,  4.60,  5.00
  0.00,  4.57,  4.59,  5.00
  0.00,  4.55,  4.56,  5.00
  0.00,  4.55,  4.54,  5.00
  0.00,  4.52,  4.52,  5.00
  0.00,  4.50,  4.50,  5.00
  0.00,  4.48,  4.48,  5.00
  0.00,  4.46,  4.46,  5.00
  0.00,  4.44,  4.44,  5.00
  0.00,  4.43,  4.42,  5.00
  0.00,  4.40,  4.40,  5.00
  0.00,  4.38,  4.38,  5.00
  0.00,  4.36,  4.36,  5.00
  0.00,  4.34,  4.35,  5.00
  0.00,  4.33,  4.33,  5.00
  0.00,  4.30,  4.30,  4.99
  0.00,  4.29,  4.28,  5.00
  0.00,  4.26,  4.27,  5.00
  0.00,  4.24,  4.25,  5.00
  0.00,  4.22,  4.23,  5.00
  0.00,  4.20,  4.20,  5.00
  0.00,  4.19,  4.19,  5.00
  0.00,  4.16,  4.17,  5.00
  0.00,  4.15,  4.15,  5.00
  0.00,  4.13,  4.13,  5.00
  0.00,  4.12,  4.11,  5.00
  0.00,  4.09,  4.10,  5.00
  0.00,  4.07,  4.08,  5.00
  0.00,  4.05,  4.06,  5.00
  0.00,  4.03,  4.04,  5.00
  0.00,  4.01,  4.02,  5.00
  0.00,  3.99,  4.00,  5.00
  0.00,  3.98,  3.97,  5.00
  0.00,  3.95,  3.95,  5.00
  0.00,  3.93,  3.94,  5.00
  0.00,  3.91,  3.91,  4.99
  0.00,  3.90,  3.90,  5.00
  0.00,  3.88,  3.88,  5.00
  0.00,  3.86,  3.86,  5.00
  0.00,  3.84,  3.84,  5.00
  0.00,  3.82,  3.82,  5.00
  0.00,  3.80,  3.80,  5.00
  0.00,  3.78,  3.78,  5.00
  0.00,  3.76,  3.76,  5.00
  0.00,  3.74,  3.74,  5.00
  0.00,  3.72,  3.72,  5.00
  0.00,  3.70,  3.70,  5.00
  0.00,  3.68,  3.69,  5.00
  0.00,  3.67,  3.67,  5.00
  0.00,  3.65,  3.65,  5.00
  0.00,  3.63,  3.63,  5.00
  0.00,  3.60,  3.60,  5.00
  0.00,  3.58,  3.59,  5.00
  0.00,  3.56,  3.57,  5.00
  0.00,  3.55,  3.54,  5.00
  0.00,  3.53,  3.53,  5.00
  0.00,  3.51,  3.51,  5.00
  0.00,  3.48,  3.49,  5.00
  0.00,  3.47,  3.48,  5.00
  0.00,  3.45,  3.46,  5.00
  0.00,  3.43,  3.43,  5.00
  0.00,  3.41,  3.41,  5.00
  0.00,  3.39,  3.39,  5.00
  0.00,  3.37,  3.37,  5.00
  0.00,  3.36,  3.35,  5.00
  0.00,  3.33,  3.34,  5.00
  0.00,  3.32,  3.32,  4.99
  0.00,  3.29,  3.29,  5.00
  0.00,  3.27,  3.27,  5.00
  0.00,  3.26,  3.25,  5.00
  0.00,  3.24,  3.24,  5.00
  0.00,  3.22,  3.21,  5.00
  0.00,  3.20,  3.20,  5.00
  0.00,  3.18,  3.18,  5.00
  0.00,  3.15,  3.16,  5.00
  0.00,  3.14,  3.14,  5.00
  0.00,  3.12,  3.12,  5.00
  0.00,  3.10,  3.10,  5.00
  0.00,  3.08,  3.08,  5.00
  0.00,  3.06,  3.06,  5.00
  0.00,  3.04,  3.04,  5.00
  0.00,  3.03,  3.02,  5.00
  0.00,  3.01,  3.00,  5.00
  0.00,  2.98,  2.99,  5.00
  0.00,  2.97,  2.97,  5.00
  0.00,  2.95,  2.95,  5.00
  0.00,  2.93,  2.92,  5.00
  0.00,  2.91,  2.91,  5.00
  0.00,  2.88,  2.89,  5.00
  0.00,  2.87,  2.86,  5.00
  0.00,  2.85,  2.85,  5.00
  0.00,  2.83,  2.83,  5.00
  0.00,  2.81,  2.81,  5.00
  0.00,  2.79,  2.79,  5.00
  0.00,  2.78,  2.78,  5.00
  0.00,  2.75,  2.76,  5.00
  0.00,  2.73,  2.73,  5.00
  0.00,  2.71,  2.71,  5.00
  0.00,  2.70,  2.69,  5.00
  0.00,  2.68,  2.68,  5.00
  0.00,  2.65,  2.65,  5.00
  0.00,  2.63,  2.63,  5.00
  0.00,  2.61,  2.61,  5.00
  0.00,  2.60,  2.60,  5.00
  0.00,  2.58,  2.58,  5.00
  0.00,  2.56,  2.56,  5.00
  0.00,  2.54,  2.54,  5.00
  0.00,  2.52,  2.52,  5.00
  0.00,  2.50,  2.50,  5.00
  0.00,  2.48,  2.48,  5.00
  0.00,  2.46,  2.46,  5.00
  0.00,  2.44,  2.44,  5.00
  0.00,  2.42,  2.42,  5.00
  0.00,  2.40,  2.40,  5.00
  0.00,  2.39,  2.38,  5.00
  0.00,  2.36,  2.37,  5.00
  0.00,  2.35,  2.35,  5.00
  0.00,  2.33,  2.33,  5.00
  0.00,  2.30,  2.31,  5.00
  0.00,  2.29,  2.29,  5.00
  0.00,  2.27,  2.27,  5.00
  0.00,  2.25,  2.25,  5.00
  0.00,  2.23,  2.23,  5.00
  0.00,  2.21,  2.20,  5.00
  0.00,  2.19,  2.19,  5.00
  0.00,  2.17,  2.17,  5.00
  0.00,  2.15,  2.16,  5.00
  0.00,  2.13,  2.13,  5.00
  0.00,  2.11,  2.11,  5.00
  0.00,  2.09,  2.09,  5.00
  0.00,  2.07,  2.07,  5.00
  0.00,  2.06,  2.05,  5.00
  0.00,  2.04,  2.03,  5.00
  0.00,  2.01,  2.01,  5.00
  0.00,  1.99,  2.00,  5.00
  0.00,  1.97,  1.97,  5.00
  0.00,  1.96,  1.96,  5.00
  0.00,  1.94,  1.94,  5.00
  0.00,  1.92,  1.92,  5.00
  0.00,  1.90,  1.90,  5.00
  0.00,  1.88,  1.88,  5.00
  0.00,  1.86,  1.86,  5.00
  0.00,  1.84,  1.84,  5.00
  0.00,  1.82,  1.82,  5.00
  0.00,  1.80,  1.80,  4.99
  0.00,  1.78,  1.78,  5.00
  0.00,  1.76,  1.76,  5.00
  0.00,  1.74,  1.74,  5.00
  0.00,  1.73,  1.73,  5.00
  0.00,  1.71,  1.71,  5.00
  0.00,  1.69,  1.69,  5.00
  0.00,  1.67,  1.67,  5.00
  0.00,  1.65,  1.65,  5.00
  0.00,  1.63,  1.63,  5.00
  0.00,  1.61,  1.61,  5.00
  0.00,  1.59,  1.58,  5.00
  0.00,  1.57,  1.57,  5.00
  0.00,  1.55,  1.55,  5.00
  0.00,  1.53,  1.53,  5.00
  0.00,  1.51,  1.52,  5.00
  0.00,  1.50,  1.50,  5.00
  0.00,  1.48,  1.48,  5.00
  0.00,  1.46,  1.46,  5.00
  0.00,  1.43,  1.44,  5.00
  0.00,  1.41,  1.41,  5.00
  0.00,  1.39,  1.39,  5.00
  0.00,  1.37,  1.38,  5.00
  0.00,  1.35,  1.36,  5.00
  0.00,  1.33,  1.33,  5.00
  0.00,  1.31,  1.32,  5.00
  0.00,  1.30,  1.30,  5.00
  0.00,  1.28,  1.28,  5.00
  0.00,  1.26,  1.26,  5.00
  0.00,  1.24,  1.24,  5.00
  0.00,  1.22,  1.22,  5.00
  0.00,  1.20,  1.20,  5.00
  0.00,  1.18,  1.18,  5.00
  0.00,  1.16,  1.16,  5.00
  0.00,  1.14,  1.14,  5.00
  0.00,  1.12,  1.12,  5.00
  0.00,  1.10,  1.10,  5.00
  0.00,  1.09,  1.09,  5.00
  0.00,  1.07,  1.07,  5.00
  0.00,  1.05,  1.05,  5.00
  0.00,  1.03,  1.02,  5.00
  0.00,  1.01,  1.01,  5.00
  0.00,  0.99,  0.98,  5.00
  0.00,  0.97,  0.97,  5.00
  0.00,  0.95,  0.95,  5.00
  0.00,  0.93,  0.93,  5.00
  0.00,  0.91,  0.91,  5.00
  0.00,  0.89,  0.89,  5.00
  0.00,  0.87,  0.87,  5.00
  0.00,  0.85,  0.85,  5.00
  0.00,  0.83,  0.83,  5.00
  0.00,  0.81,  0.82,  5.00
  0.00,  0.79,  0.79,  5.00
  0.00,  0.78,  0.77,  5.00
  0.00,  0.75,  0.75,  5.00
  0.00,  0.73,  0.73,  5.00
  0.00,  0.72,  0.71,  5.00
  0.00,  0.69,  0.69,  5.00
  0.00,  0.67,  0.67,  4.99
  0.00,  0.65,  0.66,  5.00
  0.00,  0.64,  0.64,  5.00
  0.00,  0.62,  0.62,  5.00
  0.00,  0.60,  0.60,  5.00
  0.00,  0.58,  0.58,  5.00
  0.00,  0.56,  0.56,  5.00
  0.00,  0.54,  0.54,  5.00
  0.00,  0.52,  0.52,  5.00
  0.00,  0.50,  0.50,  5.00
  0.00,  0.48,  0.48,  5.00
  0.00,  0.46,  0.46,  5.00
  0.00,  0.44,  0.44,  5.00
  0.00,  0.43,  0.43,  5.00
  0.00,  0.41,  0.41,  5.00
  0.00,  0.39,  0.39,  5.00
  0.00,  0.37,  0.37,  5.00
  0.00,  0.35,  0.35,  5.00
  0.00,  0.33,  0.33,  5.00
  0.00,  0.31,  0.31,  5.00
  0.00,  0.29,  0.29,  5.00
  0.00,  0.27,  0.27,  5.00
  0.00,  0.25,  0.25,  5.00
  0.00,  0.23,  0.23,  5.00
  0.00,  0.21,  0.21,  5.00
  0.00,  0.19,  0.19,  5.00
  0.00,  0.17,  0.18,  5.00
  0.00,  0.15,  0.16,  5.00
  0.00,  0.13,  0.13,  5.00
  0.00,  0.11,  0.11,  5.00
  0.00,  0.09,  0.10,  5.00
  0.00,  0.07,  0.08,  5.00
  0.00,  0.05,  0.06,  5.00
  0.00,  0.03,  0.04,  5.00
